Klagenummer,AZ VG,Eingang,Land,Vertretung,Klagegrund,Zusatz,Datum VG,OVG Geschäftszeichen,Datum OVG,PKH Geschäftszeichen,Datum PKH,BVerwG Geschäftszeichen,Datum BVerwG
2022/1862,VG 05 K 0637/22 V,7/1/2022,Türkei,Istanbul,BES,,8/4/2022,,,,,,
2022/1861,VG 39 K 0259/22 V,7/1/2022,Philippinen,Manila,SON,,,,,,,,
2022/1860,VG 01 K 0237/22 V,7/1/2022,Irak,Bagdad,STU,,,,,,,,
2022/1859,VG 01 K 0238/22 V,7/1/2022,Syrien,Istanbul,FZ-K,SUB,,,,,,,
2022/1858,VG 39 K 0258/22 V,7/1/2022,Philippinen,Manila,SON,,,,,,,,
2022/1857,VG 39 K 0253/22 V,7/1/2022,Syrien,Erbil,FZ-E/K,,7/4/2022,,,,,,
2022/1853,VG 07 K 0262/22 V ,7/1/2022,Kosovo,Pristina,EWT,§ 26 II BV,,,,,,,
2022/1839,VG 32 K 0093/22 V ,7/1/2022,Iran,Izmir,STU,,,,,,,,
2022/1836,VG 06 K 0183/22 V,7/1/2022,Syrien,Dubai,BES,MED,,,,,,,
2022/1803,VG 02 K 0192/22 V,7/1/2022,Kosovo,Pristina,EWT,§ 26 II BV,,,,,,,
2022/1863,VG 06 K 0183/22 V,6/30/2022,Syrien,Dubai,SON,MED,,,,,,,
2022/1856,VG 07 K 0264/22 V,6/30/2022,Afghanistan,Islamabad,FZ-E,TER;#UT,,,,,,,
2022/1855,VG 07 K 0263/22 V,6/30/2022,Afghanistan,Teheran,FZ-E,TER;#UT,,,,,,,
2022/1854,VG 32 K 0096/22 V,6/30/2022,Armenien,Eriwan,FZ-E,LU,,,,,,,
2022/1852,VG 07 K 0261/22 V,6/30/2022,Syrien,Istanbul,WDE,,,,,,,,
2022/1851,VG 03 K 0179/22 V,6/30/2022,Philippinen,Manila,SON,,9/7/2022,,,,,,
2022/1850,VG 04 K 0297/22 V,6/30/2022,Nigeria,Lagos,FZ-E,SE,,,,,,,
2022/1849,VG 32 K 0095/22 V,6/30/2022,Nigeria,Lagos,FZ-E,Dt,9/5/2022,,,,,,
2022/1848,VG 03 K 0178/22 V,6/30/2022,Philippinen,Manila,SON,,9/7/2022,,,,,,
2022/1847,VG 02 K 0195/22 V,6/30/2022,Philippinen,Manila,SON,,,,,,,,
2022/1846,VG 02 K 0194/22 V,6/30/2022,Philippinen,Manila,SON,,,,,,,,
2022/1845,VG 06 K 0185/22 V,6/30/2022,Nepal,Kathmandu,BES,,,,,,,,
2022/1843,VG 02 K 0193/22 V,6/30/2022,Armenien,Eriwan,FZ-E,Ausw Straf,,,,,,,
2022/1842,VG 32 K 0092/22 V,6/30/2022,Irak,Bagdad,BES,,9/8/2022,,,,,,
2022/1841,VG 02 K 0186/22 V,6/30/2022,Philippinen,Manila,SON,,,,,,,,
2022/1840,VG 02 K 0187/22 V,6/30/2022,Philippinen,Manila,SON,,,,,,,,
2022/1838,VG 06 L 0187/22 V,6/30/2022,Bangladesch,Dhaka,FZ-E,,9/13/2022,,,,,,
2022/1837,VG 08 K 0280/22 V,6/30/2022,Philippinen,Manila,SON,,,,,,,,
2022/1835,VG 34 K 0174/22 V,6/30/2022,China,Peking,FZ-F,§ 36 II,,,,,,,
2022/1834,VG 05 K 0635/22 V,6/30/2022,Türkei,Izmir,BES,,,,,,,,
2022/1833,VG 34 K 0175/22 V,6/30/2022,Syrien,Beirut,FZ-E,SUB;#EHEwi,,,,,,,
2022/1832,VG 39 K 0257/22 V,6/30/2022,Syrien,Istanbul,FZ-F,§ 36 II,,,,,,,
2022/1831,VG 05 K 0634/22 V,6/30/2022,Syrien,Beirut,BES,,,,,,,,
2022/1830,VG 08 K 0222/22 V,6/30/2022,Afghanistan,Athen,FZ-K,SUB,,,,,,,
2022/1828,VG 05 K 0638/22 V,6/30/2022,Türkei,Istanbul,FZ-F,dt Ki,,,,,,,
2022/1827,VG 04 K 0296/22 V,6/30/2022,Syrien,Beirut,FZ-K,,,,,,,,
2022/1826,VG 04 L 0295/22 V,6/30/2022,Syrien,Beirut,FZ-K,,8/15/2022,,,,,,
2022/1825,VG 04 K 0303/22 V,6/30/2022,Angola,Luanda,FZ-E,Dt,,,,,,,
2022/1824,VG 06 L 0184/22 V,6/30/2022,Afghanistan,Islamabad,FZ-E,,9/20/2022,,,,,,
2022/1823,VG 39 K 0256/22 V,6/30/2022,Türkei,Izmir,BES,,,,,,,,
2022/1821,VG 05 K 0645/22 V,6/30/2022,Afghanistan,Teheran,FZ-E,Dt,,,,,,,
2022/1919,VG 07 K 0266/22 V,6/29/2022,Ägypten,Kairo,BES,,,,,,,,
2022/1829,VG 05 K 0648/22 V,6/29/2022,Iran,Istanbul,BES,,,,,,,,
2022/1820,VG 39 K 0252/22 V ,6/29/2022,Iran,Teheran,BES,,7/19/2022,,,,,,
2022/1819,VG 39 K 0254/22 V,6/29/2022,Syrien,Erbil,BES,,,,,,,,
2022/1818,VG 34 K 0176/22 V,6/29/2022,Libanon,Beirut,BES,UT,,,,,,,
2022/1816,VG 34 K 0165/22 V,6/29/2022,Marokko,Rabat,?,,,,,,,,
2022/1815,VG 34 K 0169/22 V ,6/29/2022,Iran,Teheran,BES,,8/8/2022,,,,,,
2022/1814,VG 34 K 0170/22 V,6/29/2022,Türkei,Ankara,EWT,EWTunse,,,,,,,
2022/1813,VG 34 K 0167/22 V,6/29/2022,Afghanistan,Islamabad,FZ-E,TER;#UT,,,,,,,
2022/1812,VG 34 K 0166/22 V,6/29/2022,Türkei,Istanbul,BES,,,,,,,,
2022/1811,VG 34 K 0171/22 V,6/29/2022,Türkei,Ankara,FZ-E,SE,,,,,,,
2022/1810,VG 05 K 0636/22 V,6/29/2022,Türkei,Izmir,BES,,,,,,,,
2022/1809,VG 01 K 0229/22 V,6/29/2022,Philippinen,Manila,SON,,,,,,,,
2022/1808,VG 01 K 0230/22 V,6/29/2022,Philippinen,Manila,SON,,,,,,,,
2022/1807,VG 11 K 0221/22 V,6/29/2022,Syrien,Istanbul,FZ-F,§ 36 II,,,,,,,
2022/1806,VG 01 K 0231/22 V,6/29/2022,Philippinen,Manila,SON,,,,,,,,
2022/1805,VG 01 K 0234/22 V,6/29/2022,Philippinen,Manila,SON,,,,,,,,
2022/1804,VG 01 K 0233/22 V,6/29/2022,Philippinen,Manila,SON,,,,,,,,
2022/1802,VG 01 K 0232/22 V,6/29/2022,Philippinen,Manila,SON,,,,,,,,
2022/1801,VG 01 K 0236/22 V,6/29/2022,Philippinen,Manila,SON,,,,,,,,
2022/1800,VG 02 K 0191/22 V,6/29/2022,Sri Lanka,Colombo,FZ-E,,,,,,,,
2022/1799,VG 02 K 0190/22 V,6/29/2022,Syrien,Beirut,BES,,,,,,,,
2022/1798,VG 03 K 0183/22 V,6/29/2022,Syrien,Beirut,FZ-K,,,,,,,,
2022/1797,VG 03 L 0182/22 V,6/29/2022,Syrien,Beirut,FZ-K,,,,,,,,
2022/1796,VG 03 K 0181/22 V,6/29/2022,Syrien,Beirut,FZ-K,,,,,,,,
2022/1795,VG 03 L 0180/22 V,6/29/2022,Syrien,Beirut,FZ-K,,8/11/2022,,,,,,
2022/1794,VG 02 K 0189/22 V,6/29/2022,Philippinen,Manila,SON,,,,,,,,
2022/1793,VG 31 K 0172/22 V,6/29/2022,Türkei,Ankara,BES,,,,,,,,
2022/1792,VG 02 K 0188/22 V,6/29/2022,Philippinen,Manila,SON,,,,,,,,
2022/1791,VG 31 K 0171/22 V,6/29/2022,Türkei,Ankara,BES,,,,,,,,
2022/1790,VG 31 K 0175/22 V,6/29/2022,Pakistan,London,BES,,,,,,,,
2022/1789,VG 03 K 0177/22 V,6/29/2022,Philippinen,Manila,SON,,,,,,,,
2022/1788,VG 03 K 0176/22 V,6/29/2022,Pakistan,Islamabad,BES,,,,,,,,
2022/1787,VG 03 L 0175/22 V,6/29/2022,Pakistan,Islamabad,BES,,7/13/2022,OVG 02 S 002/22,8/26/2022,,,,
2022/1786,VG 04 K 0304/22 V,6/29/2022,Türkei,Ankara,FZ-E,Ausw,,,,,,,
2022/1785,VG 04 K 0301/22 V,6/29/2022,Syrien,Beirut,FZ-K,,,,,,,,
2022/1784,VG 04 L 0300/22 V,6/29/2022,Syrien,Beirut,FZ-K,,8/15/2022,,,,,,
2022/1783,VG 04 K 0299/22 V,6/29/2022,Syrien,Beirut,FZ-K,,,,,,,,
2022/1782,VG 04 L 0298/22 V,6/29/2022,Syrien,Beirut,FZ-K,,8/15/2022,,,,,,
2022/1780,VG 31 K 0179/22 V,6/28/2022,Ghana,Accra,?,,,,,,,,
2022/1779,VG 25 K 0213/22 V,6/28/2022,Ghana,Accra,FZ-K,ID,,,,,,,
2022/1778,VG 31 K 0180/22 V,6/28/2022,Türkei,Izmir,BES,,,,,,,,
2022/1777,VG 30 K 0279/22 V,6/28/2022,Afghanistan,Islamabad,FZ-F,§ 36 II,,,,,,,
2022/1822,VG 39 K 0255/22 V,6/27/2022,Iran,Teheran,BES,,7/19/2022,,,,,,
2022/1775,VG 31 K 0173/22 V,6/27/2022,Türkei,Ankara,BES,,,,,,,,
2022/1774,VG 31 K 0174/22 V,6/27/2022,Kosovo,Pristina,BES,,9/9/2022,,,,,,
2022/1773,VG 31 K 0177/22 V,6/27/2022,Indien,Houston,BES,,7/4/2022,,,,,,
2022/1772,VG 33 K 0214/22 V,6/27/2022,Iran,Teheran,BES,,10/6/2022,,,,,,
2022/1771,VG 36 K 0280/22 V,6/27/2022,Philippinen,Manila,SON,,,,,,,,
2022/1770,VG 36 K 0281/22 V,6/27/2022,Philippinen,Manila,SON,,,,,,,,
2022/1769,VG 33 K 0212/22 V,6/24/2022,Pakistan,Riad,FZ-E,UT,,,,,,,
2022/1768,VG 08 L 0270/22 V,6/24/2022,Syrien,Istanbul,FZ-F,SUB,7/1/2022,,,,,,
2022/1767,VG 36 K 0279/22 V,6/24/2022,Philippinen,Manila,SON,,,,,,,,
2022/1765,VG 36 K 0278/22 V,6/24/2022,Türkei,Istanbul,BES,,6/30/2022,,,,,,
2022/1764,VG 36 K 0277/22 V,6/24/2022,Philippinen,Manila,SON,,,,,,,,
2022/1763,VG 36 K 0276/22 V,6/24/2022,Philippinen,Manila,SON,,,,,,,,
2022/1762,VG 30 K 0283/22 V,6/24/2022,Côte d’Ivoire,Abidjan,FZ-E,,,,,,,,
2022/1761,VG 36 K 0275/22 V,6/24/2022,Philippinen,Manila,SON,,,,,,,,
2022/1760,VG 08 K 0306/22 V,6/24/2022,Sudan,Khartoum,FZ-E,SUB,,,,,,,
2022/1759,VG 30 K 0281/22 V,6/24/2022,Somalia,Nairobi,FZ-F,§ 36 II,,,,,,,
2022/1758,VG 36 K 0274/22 V,6/24/2022,Türkei,Istanbul,BES,GES,7/11/2022,,,,,,
2022/1757,VG 36 L 0273/22 V,6/24/2022,Türkei,Istanbul,BES,GES,7/11/2022,,,,,,
2022/1756,VG 30 K 0280/22 V,6/24/2022,Pakistan,Karachi,FZ-E,UT,,,,,,,
2022/1755,VG 30 K 0277/22 V,6/24/2022,Syrien,Erbil,FZ-F,§ 36 II,,,,,,,
2022/1754,VG 33 K 0219/22 V,6/24/2022,Sri Lanka,Colombo,BES,,,,,,,,
2022/1753,VG 33 K 0206/22 V ,6/24/2022,Iran,Teheran,BES,,,,,,,,
2022/1949,VG 35 K 0135/22 V,6/23/2022,Ägypten,Kairo,FZ-E,SE,,,,,,,
2022/1766,VG 33 K 0218/22 V,6/23/2022,Eritrea,Khartoum,FZ-K,,,,,,,,
2022/1751,VG 24 K 0139/22 V ,6/23/2022,Iran,Teheran,BES,,,,,,,,
2022/1750,VG 33 K 0211/22 V,6/23/2022,Syrien,Istanbul,FZ-E,SUB,,,,,,,
2022/1746,VG 28 K 0135/22 V,6/23/2022,Türkei,Istanbul,BES,,9/26/2022,,,,,,
2022/1730,VG 27 K 0188/22 V,6/23/2022,Kenia,Nairobi,BES,,8/1/2022,,,,,,
2022/1752,VG 33 K 0209/22 V,6/22/2022,Ägypten,Kairo,BES,,7/7/2022,,,,,,
2022/1748,VG 32 K 0091/22 V,6/22/2022,Eritrea,Addis Abeba,FZ-K,,,,,,,,
2022/1747,VG 31 K 0178/22 V,6/22/2022,Eritrea,Addis Abeba,FZ-K,,,,,,,,
2022/1745,VG 33 L 0220/22 V,6/22/2022,Iran,Teheran,BES,,,,,,,,
2022/1744,VG 34 K 0083/22 V,6/22/2022,Syrien,Kairo,FZ-K,,,,,,,,
2022/1743,VG 33 K 0210/22 V,6/22/2022,Nigeria,Lagos,FZ-E,,9/13/2022,,,,,,
2022/1741,VG 08 K 0312/22 V,6/22/2022,Eritrea,Kairo,FZ-E,SUB,,,,,,,
2022/1740,VG 28 K 0134/22 V,6/22/2022,Eritrea,Khartoum,FZ-E/K,,,,,,,,
2022/1738,VG 25 K 0242/22 V,6/22/2022,Irak,Erbil,BES,,7/4/2022,,,,,,
2022/1737,VG 25 K 0244/22 V,6/22/2022,Usbekistan,Taschkent,FZ-E,LU,,,,,,,
2022/1736,VG 25 K 0239/22 V,6/22/2022,Burkina Faso,Ouagadougou,BES,,,,,,,,
2022/1735,VG 25 K 0238/22 V,6/22/2022,Syrien,OFFEN,WDE,,,,,,,,
2022/1734,VG 27 K 0182/22 V,6/22/2022,Türkei,Istanbul,BES,,,,,,,,
2022/1733,VG 30 AR 0005/22 V,6/22/2022,Nigeria,Lagos,FZ-E,,,,,,,,
2022/1732,VG 29 K 0098/22 V,6/22/2022,Algerien,Algier,FZ-E,VIS,,,,,,,
2022/1731,VG 29 K 0102/22 V,6/22/2022,Kamerun,Jaunde,BES,,7/5/2022,,,,,,
2022/1844,VG 32 K 0094/22 V,6/21/2022,Tunesien,Tunis,BES,,,,,,,,
2022/1781,VG 31 K 0176/22 V,6/21/2022,Nordmazedonien,Skopje,FZ-E,Dt;#Ausw,,,,,,,
2022/1776,VG 28 AR 0010/22 V,6/21/2022,Ägypten,Kairo,?,,,,,,,,
2022/1749,VG 08 K 0390/22 V,6/21/2022,Syrien,Riad,FZ-E,EHEwi,,,,,,,
2022/1729,VG 29 K 0096/22 V,6/21/2022,Indien,New Delhi,BES,,,,,,,,
2022/1728,VG 29 K 0103/22 V,6/21/2022,Mongolei,Ulan Bator,BES,,9/27/2022,,,,,,
2022/1727,VG 32 K 0090/22 V,6/21/2022,Syrien,Istanbul,WDE,SUB,,,,,,,
2022/1723,VG 29 K 0104/22 V,6/21/2022,Eritrea,Addis Abeba,FZ-E/K,,,,,,,,
2022/1721,VG 34 K 0162/22 V,6/21/2022,Afghanistan,OFFEN,SON,§ 22,,,,,,,
2022/1715,VG 17 K 0156/22 V,6/21/2022,Iran,Teheran,BES,,,,,,,,
2022/1701,VG 29 K 0099/22 V,6/21/2022,Ghana,Accra,FZ-E,,,,,,,,
2022/2345,VG 06 L 0173/22 V,6/20/2022,Guinea,Conakry,FZ-K,,10/7/2022,,,,,,
2022/1742,VG 30 AR 0006/22 V,6/20/2022,Tunesien,Tunis,BES,,,,,,,,
2022/1726,VG 29 K 0105/22 V,6/20/2022,Albanien,Tirana,FZ-E,LU,,,,,,,
2022/1725,VG 29 K 0101/22 V,6/20/2022,Ägypten,Kairo,BES,,7/12/2022,,,,,,
2022/1722,VG 10 K 0153/22 V,6/20/2022,Sri Lanka,Colombo,BES,,,,,,,,
2022/1720,VG 28 K 0130/22 V,6/20/2022,Armenien,Moskau,BES,,,,,,,,
2022/1718,VG 17 K 0157/22 V,6/20/2022,China,Peking,EWT,EWTunse,,,,,,,
2022/1717,VG 17 K 0158/22 V,6/20/2022,Gambia,Dakar,FZ-E,dt Ki,,,,,,,
2022/1716,VG 17 K 0155/22 V,6/20/2022,Serbien,Belgrad,FZ-E/K,,,,,,,,
2022/1714,VG 28 K 0132/22 V,6/20/2022,China,London,SON,,,,,,,,
2022/1713,VG 28 K 0131/22 V,6/20/2022,Kosovo,Laibach,EWT,EWTse,,,,,,,
2022/1712,VG 08 K 0265/22 V,6/20/2022,Syrien,Beirut,FZ-E,SUB,,,,,,,
2022/1711,VG 08 L 0264/22 V,6/20/2022,Syrien,Beirut,FZ-E,SUB,9/29/2022,,,,,,
2022/1710,VG 31 K 0148/22 V,6/20/2022,Gambia,Dakar,SPR,,,,,,,,
2022/1709,VG 23 K 0249/22 V,6/20/2022,Iran,Teheran,BES,,6/30/2022,,,,,,
2022/1708,VG 23 K 0248/22 V,6/20/2022,Nigeria,Lagos,BES,,,,,,,,
2022/1707,VG 29 K 0100/22 V,6/20/2022,Syrien,Istanbul,FZ-E,EHEwi,,,,,,,
2022/1706,VG 28 K 0133/22 V,6/20/2022,Syrien,Beirut,BES,,7/11/2022,,,,,,
2022/1705,VG 23 K 0247/22 V,6/17/2022,Nigeria,Lagos,BES,,,,,,,,
2022/1704,VG 23 K 0246/22 V,6/17/2022,Kenia,Nairobi,FZ-K,LU,,,,,,,
2022/1703,VG 25 AR 0003/22 V,6/17/2022,Türkei,Istanbul,BES,,7/20/2022,,,,,,
2022/1700,VG 29 K 0097/22 V,6/17/2022,Türkei,Ankara,FZ-K,Dt,,,,,,,
2022/1699,VG 38 K 0090/22 V,6/17/2022,Afghanistan,Teheran,FZ-E,Dt,,,,,,,
2022/1697,VG 38 K 0091/22 V,6/17/2022,Eritrea,Addis Abeba,FZ-E/K,EHEwi;#GFK,,,,,,,
2022/1695,VG 38 K 0089/22 V,6/17/2022,Eritrea,Addis Abeba,FZ-E/K,,,,,,,,
2022/1694,VG 27 K 0187/22 V,6/17/2022,Syrien,Beirut,FZ-F,§ 36 II,,,,,,,
2022/1693,VG 27 L 0189/22 V,6/17/2022,Irak,Erbil,FZ-F,§ 36 I,7/6/2022,,,,,,
2022/1692,VG 27 K 0185/22 V,6/17/2022,Syrien,Istanbul,WDE,,,,,,,,
2022/1691,VG 24 K 0138/22 V,6/17/2022,Vietnam,Ho-Chi-Minh-Stadt,BES,,8/1/2022,,,,,,
2022/1690,VG 24 K 0146/22 V,6/17/2022,Nigeria,Lagos,EWT,,,,,,,,
2022/1689,VG 24 K 0144/22 V,6/17/2022,Kosovo,Pristina,FZ-E,Dt,,,,,,,
2022/1685,VG 20 K 0208/22 V,6/17/2022,Marokko,Rabat,FZ-E,,,,,,,,
2022/1684,VG 27 K 0181/22 V,6/17/2022,Iran,Teheran,BES,,6/28/2022,,,,,,
2022/1724,VG 27 K 0186/22 V,6/16/2022,Tunesien,Tunis,BES,,,,,,,,
2022/1702,VG 25 AR 0002/22 V,6/16/2022,Ägypten,Kairo,BES,,,,,,,,
2022/1698,VG 28 AR 0007/22 V,6/16/2022,Ägypten,Kairo,BES,,8/18/2022,,,,,,
2022/1688,VG 24 K 0143/22 V,6/16/2022,Türkei,Izmir,EWT,EWTunse,,,,,,,
2022/1683,VG 17 K 0161/22 V,6/16/2022,Vietnam,Hanoi,BES,,8/26/2022,,,,,,
2022/1682,VG 17 L 0160/22 V,6/16/2022,Vietnam,Hanoi,BES,,7/7/2022,,,,,,
2022/1681,VG 20 K 0206/22 V,6/16/2022,Türkei,Istanbul,FZ-E,,,,,,,,
2022/1680,VG 20 K 0207/22 V,6/16/2022,Syrien,Beirut,FZ-K,,,,,,,,
2022/1679,VG 24 K 0141/22 V,6/16/2022,Sri Lanka,Colombo,BES,,7/19/2022,,,,,,
2022/1678,VG 23 K 0245/22 V,6/16/2022,Türkei,Ankara,WDE,,,,,,,,
2022/1677,VG 24 K 0142/22 V,6/16/2022,Marokko,Rabat,FZ-E,,,,,,,,
2022/1676,VG 08 K 0229/22 V,6/16/2022,Serbien,Belgrad,BES,VIS,,,,,,,
2022/1675,VG 25 K 0243/22 V,6/16/2022,Türkei,Istanbul,BES,,6/28/2022,,,,,,
2022/1674,VG 23 K 0244/22 V,6/16/2022,Afghanistan,Islamabad,FZ-F,§ 36 II,,,,,,,
2022/1673,VG 23 L 0243/22 V,6/16/2022,Afghanistan,Islamabad,FZ-F,§ 36 II,,,,,,,
2022/1672,VG 08 K 0228/22 V,6/16/2022,Marokko,Rabat,SON,Eheschl,8/8/2022,,,,,,
2022/1671,VG 20 K 0205/22 V,6/16/2022,Kosovo,Pristina,FZ-F,§ 36 II,,,,,,,
2022/1670,VG 23 K 0242/22 V,6/16/2022,Afghanistan,Islamabad,FZ-E/K,EHEwi,,,,,,,
2022/1669,VG 23 L 0241/22 V,6/16/2022,Afghanistan,Islamabad,FZ-E/K,EHEwi,,,,,,,
2022/1664,VG 20 K 0204/22 V,6/16/2022,Pakistan,Islamabad,FZ-E,LU,,,,,,,
2022/1650,VG 22 K 0184/22 V,6/16/2022,Marokko,Izmir,STU,,,,,,,,
2022/1645,VG 03 K 0162/22 V,6/16/2022,Pakistan,Islamabad,FZ-E/K,LU,,,,,,,
2022/1739,VG 25 K 0241/22 V,6/15/2022,Albanien,Tirana,EWT,,8/10/2022,,,,,,
2022/1719,VG 17 K 0159/22 V,6/15/2022,Nordmazedonien,Skopje,FZ-F,LU,,,,,,,
2022/1668,VG 08 K 0226/22 V,6/15/2022,Libanon,Beirut,FZ-E,VIK;#Ausw,,,,,,,
2022/1667,VG 08 K 0221/22 V,6/15/2022,Palästina,Beirut,FZ-E,,7/14/2022,,,,,,
2022/1666,VG 08 K 0218/22 V,6/15/2022,Syrien,Beirut,FZ-E,Eheschl;#LU,,,,,,,
2022/1665,VG 08 K 0217/22 V,6/15/2022,Vietnam,Hanoi,BES,,,,,,,,
2022/1662,VG 03 K 0159/22 V,6/15/2022,Syrien,Beirut,FZ-E,,,,,,,,
2022/1661,VG 08 K 0247/22 V,6/15/2022,Syrien,Beirut,FZ-E,EHEwi;#SUB,,,,,,,
2022/1660,VG 25 K 0211/22 V,6/15/2022,Libanon,Beirut,FZ-E,,,,,,,,
2022/1659,VG 32 K 0089/22 V,6/15/2022,Syrien,Beirut,BES,,7/11/2022,,,,,,
2022/1658,VG 25 K 0208/22 V,6/15/2022,Syrien,Beirut,BES,,8/11/2022,,,,,,
2022/1657,VG 25 K 0214/22 V,6/15/2022,Kongo,Kinshasa,FZ-E,,,,,,,,
2022/1656,VG 25 K 0202/22 V,6/15/2022,Syrien,Beirut,BES,,,,,,,,
2022/1653,VG 21 K 0174/22 V,6/15/2022,Côte d’Ivoire,Abidjan,FZ-K,,,,,,,,
2022/1652,VG 22 K 0186/22 V,6/15/2022,Dominikanische Republik,Santo Domingo,BES,,,,,,,,
2022/1651,VG 22 K 0185/22 V,6/15/2022,Kamerun,Jaunde,BES,,,,,,,,
2022/1649,VG 22 K 0183/22 V,6/15/2022,Serbien,Belgrad,EWT,LKW,,,,,,,
2022/1648,VG 22 K 0181/22 V,6/15/2022,Moldau,Chisinau,FZ-E,LU,,,,,,,
2022/1647,VG 22 K 0180/22 V,6/15/2022,Kosovo,Pristina,FZ-F,§ 36 II,,,,,,,
2022/1646,VG 22 K 0178/22 V,6/15/2022,Syrien,Beirut,BES,,,,,,,,
2022/0587,VG 23 K 0085/22 V,6/15/2022,Somalia,Addis Abeba,FZ-E,,,,,,,,
2022/1654,VG 17 L 0154/22 V,6/14/2022,Pakistan,Islamabad,FZ-K,dt Ki,,,,,,,
2022/1643,VG 19 K 0188/22 V,6/14/2022,Kosovo,Pristina,EWT,§ 26 II BV,,,,,,,
2022/1642,VG 12 K 0121/22 V,6/14/2022,Kasachstan,Nur-Sultan,BES,,6/28/2022,,,,,,
2022/1641,VG 19 K 0194/22 V,6/14/2022,Syrien,OFFEN,?,,,,,,,,
2022/1641,VG 19 K 0194/22 V,6/14/2022,Syrien,Beirut,BES,,,,,,,,
2022/1639,VG 31 K 0147/22 V,6/14/2022,Syrien,Riad,FZ-E,LU,,,,,,,
2022/1638,VG 19 K 0192/22 V,6/14/2022,Serbien,Belgrad,EWT,§ 26 II BV,,,,,,,
2022/1637,VG 12 K 0120/22 V,6/14/2022,Pakistan,Karachi,FZ-E/K,UT,,,,,,,
2022/1635,VG 19 K 0185/22 V,6/14/2022,Serbien,Belgrad,EWT,§ 26 II BV,,,,,,,
2022/1634,VG 38 AR 0006/22 V,6/14/2022,Nepal,Kathmandu,BES,,,,,,,,
2022/1633,VG 24 K 0137/22 V,6/14/2022,Türkei,Istanbul,BES,,7/5/2022,,,,,,
2022/1632,VG 12 K 0123/22 V,6/14/2022,Kuba,Havanna,BES,,,,,,,,
2022/1631,VG 21 K 0171/22 V,6/14/2022,Iran,Teheran,BES,,9/19/2022,,,,,,
2022/1629,VG 21 K 0170/22 V,6/14/2022,Kuba,Havanna,EWT,EWTunse,,,,,,,
2022/1628,VG 21 K 0169/22 V,6/14/2022,Äthiopien,Addis Abeba,SON,,7/7/2022,,,,,,
2022/1627,VG 21 K 0177/22 V,6/14/2022,Marokko,Rabat,BES,,7/1/2022,,,,,,
2022/1626,VG 21 K 0176/22 V,6/14/2022,Afghanistan,Ankara,BES,,6/27/2022,,,,,,
2022/1625,VG 21 K 0175/22 V,6/14/2022,Iran,Teheran,BES,,6/27/2022,,,,,,
2022/1624,VG 21 K 0173/22 V,6/14/2022,Äthiopien,Addis Abeba,FZ-E,,7/1/2022,,,,,,
2022/2632,VG 13 K 0194/22 V,6/13/2022,Tunesien,Tunis,FZ-E,SE,,,,,,,
2022/2339,VG 20 K 0287/22 V,6/13/2022,Tunesien,Tunis,FZ-E,SE,,,,,,,
2022/1687,VG 20 K 0210/22 V,6/13/2022,Libyen,Tripolis,BES,,,,,,,,
2022/1686,VG 20 L 0209/22 V,6/13/2022,Libyen,Tripolis,BES,,8/29/2022,,,,,,
2022/1663,VG 20 K 0203/22 V,6/13/2022,Nordmazedonien,Skopje,?,,,,,,,,
2022/1655,VG 09 AR 0012/22 V,6/13/2022,Ägypten,Kairo,BES,,,,,,,,
2022/1630,VG 21 K 0178/22 V,6/13/2022,Syrien,Beirut,FZ-E,SUB,,,,,,,
2022/1623,VG 21 K 0172/22 V,6/13/2022,Iran,Teheran,BES,,6/28/2022,,,,,,
2022/1622,VG 17 K 0147/22 V,6/13/2022,Algerien,Algier,BES,,,,,,,,
2022/1620,VG 17 K 0146/22 V,6/13/2022,Iran,Teheran,BES,,8/30/2022,,,,,,
2022/1619,VG 17 K 0144/22 V,6/13/2022,Marokko,Rabat,BES,,,,,,,,
2022/1618,VG 17 K 0149/22 V,6/13/2022,Staatenlos,Dubai,BES,,,,,,,,
2022/1617,VG 17 K 0143/22 V,6/13/2022,Pakistan,Islamabad,BES,,,,,,,,
2022/1616,VG 12 K 0118/22 V,6/13/2022,Iran,Teheran,BES,,,,,,,,
2022/1615,VG 12 K 0122/22 V,6/13/2022,Syrien,Dubai,BES,,,,,,,,
2022/1614,VG 22 K 0174/22 V,6/13/2022,Iran,Teheran,BES,,,,,,,,
2022/1613,VG 22 L 0173/22 V,6/13/2022,Iran,Teheran,BES,,6/27/2022,,,,,,
2022/1612,VG 20 L 0201/22 V,6/13/2022,Mexiko,OFFEN,FZ-E,UT,7/18/2022,,,,,,
2022/1611,VG 19 L 0190/22 V ,6/13/2022,Iran,Teheran,BES,,7/26/2022,,,,,,
2022/1610,VG 20 K 0200/22 V,6/13/2022,Thailand,Bangkok,EWT,EWTunse,,,,,,,
2022/1609,VG 20 K 0198/22 V,6/13/2022,Eritrea,Khartoum,FZ-E/K,GFK;#EHEwi,8/19/2022,,,,,,
2022/1600,VG 18 K 0197/22 V,6/13/2022,Iran,Teheran,BES,,6/28/2022,,,,,,
2022/1598,VG 18 K 0199/22 V,6/13/2022,Irak,Erbil,FZ-F,,,,,,,,
2022/1594,VG 18 K 0205/22 V,6/13/2022,Iran,Teheran,FZ-E,,,,,,,,
2022/1640,VG 19 K 0193/22 V,6/10/2022,Albanien,Tirana,EWT,,,,,,,,
